pi_loss,v_loss,total_loss,entropy,expl_var
-0.1604941487312317,1.087451696395874,0.05699619650840759,4.656830310821533,0.0019118189811706543
-0.5861197113990784,1.0891149044036865,-0.36829674243927,4.544116973876953,-0.01748502254486084
-0.6102554798126221,1.0588480234146118,-0.39848586916923523,4.551914691925049,0.017832398414611816
-0.5500202178955078,1.0624550580978394,-0.33752918243408203,4.530947208404541,-0.04325568675994873
-0.6850430965423584,0.9178088903427124,-0.501481294631958,4.729485511779785,-0.17211389541625977
-0.5538884401321411,1.0544513463974,-0.3429981470108032,4.753950119018555,-0.002505779266357422
-0.6801713705062866,1.067015528678894,-0.4667682647705078,4.804423809051514,-0.026612520217895508
-0.7353265285491943,1.0507363080978394,-0.5251792669296265,4.987112045288086,-0.044734835624694824
-0.6597397327423096,1.046745777130127,-0.4503905773162842,4.962769031524658,-0.04587721824645996
-0.8071422576904297,0.953998327255249,-0.6163426041603088,4.945206165313721,0.05866748094558716
-0.6832308769226074,1.090148687362671,-0.46520113945007324,5.3012495040893555,-0.07114505767822266
0.6184847950935364,1.081915259361267,0.8348678350448608,5.1559672355651855,0.01111447811126709
-0.6119623780250549,1.0883617401123047,-0.394290030002594,4.931394100189209,-0.03699612617492676
-0.8388945460319519,1.0896291732788086,-0.6209686994552612,5.248495101928711,-0.10091793537139893
-0.7421849966049194,0.9574477672576904,-0.5506954193115234,4.852667808532715,-0.06989037990570068
-0.7927855253219604,1.0617046356201172,-0.5804445743560791,5.219067096710205,-0.08793950080871582
-0.7583506107330322,1.0578385591506958,-0.546782910823822,5.185489177703857,-0.09471368789672852
-0.8778389692306519,1.0316342115402222,-0.6715121269226074,5.401540756225586,-0.029402852058410645
-0.9493825435638428,1.042250156402588,-0.7409325242042542,5.735008239746094,-0.10816049575805664
-0.931734561920166,0.9102517366409302,-0.74968421459198,5.726057052612305,-0.05145430564880371
3.0176429748535156,1.1029075384140015,3.238224506378174,6.0495991706848145,-0.3045539855957031
-0.40569475293159485,1.1208914518356323,-0.18151645362377167,6.041685104370117,-0.19989240169525146
-0.949442982673645,1.1465153694152832,-0.7201399207115173,6.152917861938477,-0.1711803674697876
-0.43631288409233093,1.1261162757873535,-0.211089625954628,6.193106174468994,-0.1650245189666748
-0.2408774197101593,1.109294056892395,-0.01901860535144806,6.268403053283691,-0.49029016494750977
-1.096859097480774,1.1672537326812744,-0.8634083271026611,6.430397033691406,-0.010232090950012207
