pi_loss,v_loss,total_loss,entropy,expl_var
-0.7650097012519836,1.8486499786376953,-0.3952797055244446,4.211772441864014,0.07850658893585205
-0.675304651260376,1.7013676166534424,-0.335031121969223,4.149621963500977,0.07620251178741455
-0.7016267776489258,1.688645839691162,-0.3638975918292999,3.9552440643310547,0.16360926628112793
-0.7053914070129395,1.6207107305526733,-0.38124924898147583,4.138432025909424,-0.029726624488830566
-0.5067780613899231,1.7916321754455566,-0.14845162630081177,4.241751670837402,-0.04295766353607178
-0.651259183883667,1.5750374794006348,-0.3362516760826111,4.185884952545166,0.04832106828689575
-0.6727989912033081,1.7354670763015747,-0.32570555806159973,4.088188171386719,0.29642432928085327
-0.649502158164978,1.754190444946289,-0.29866406321525574,4.1461262702941895,-0.08900880813598633
-0.7116620540618896,1.7056726217269897,-0.3705275356769562,4.133415222167969,0.03817325830459595
-0.7701926231384277,1.635502815246582,-0.4430920481681824,3.995541572570801,0.02853184938430786
-0.7448945045471191,1.798453450202942,-0.3852038085460663,4.1581034660339355,-0.10252261161804199
-0.7716653347015381,1.7564375400543213,-0.42037782073020935,4.112290859222412,0.021953821182250977
-0.6646942496299744,1.5703538656234741,-0.3506234586238861,4.213866710662842,0.08014917373657227
-0.7156684398651123,1.6051228046417236,-0.3946438729763031,4.14597749710083,0.24016129970550537
-0.6782369017601013,1.1977401971817017,-0.43868887424468994,3.9029767513275146,0.023801982402801514
-0.7869306206703186,1.5521447658538818,-0.4765016734600067,4.216533184051514,0.25091952085494995
-0.7532312870025635,1.6704727411270142,-0.41913673281669617,4.223799228668213,0.10347217321395874
-0.7309011816978455,1.7521976232528687,-0.3804616630077362,4.120830535888672,-0.015773653984069824
-0.7042896151542664,1.6533079147338867,-0.37362802028656006,4.067912578582764,0.0341150164604187
-0.8113778233528137,1.091644525527954,-0.5930489301681519,4.320418834686279,-0.2042003870010376
-0.36639097332954407,1.5389704704284668,-0.05859687924385071,3.3212783336639404,0.0875280499458313
-0.4945629835128784,1.4607274532318115,-0.2024174928665161,3.2017314434051514,0.20719510316848755
-0.5012683868408203,1.5442534685134888,-0.1924176812171936,3.1660001277923584,0.18846571445465088
-0.4530833065509796,1.3730906248092651,-0.17846518754959106,2.76165771484375,0.0840522050857544
-0.48703715205192566,1.4752118587493896,-0.1919947862625122,3.134675979614258,-0.003832221031188965
-0.45448705554008484,1.5630698204040527,-0.1418730914592743,3.0622940063476562,0.1419418454170227
-0.4835878014564514,1.434710144996643,-0.19664576649665833,3.270697593688965,0.11954069137573242
-0.24801918864250183,1.5286879539489746,0.05771839618682861,3.0044524669647217,0.021464526653289795
-0.5136115550994873,1.357309341430664,-0.24214968085289001,3.155693769454956,0.24354273080825806
-0.5638413429260254,1.3754230737686157,-0.28875672817230225,3.278815269470215,0.28575485944747925
-0.39483198523521423,1.3986133337020874,-0.11510932445526123,3.1532585620880127,0.04166531562805176
-0.09255605190992355,1.522364854812622,0.21191692352294922,3.248626708984375,0.08173525333404541
-0.4847145080566406,1.4563905000686646,-0.1934364140033722,3.2655906677246094,0.0365755558013916
-0.44170868396759033,1.464145302772522,-0.14887961745262146,2.989360809326172,0.33039581775665283
-0.31282180547714233,1.356029748916626,-0.041615843772888184,2.8142879009246826,0.13845276832580566
-0.4892248511314392,1.4587321281433105,-0.19747841358184814,3.1714248657226562,0.1469801664352417
-0.45003488659858704,1.4161014556884766,-0.16681459546089172,3.049644708633423,0.0839536190032959
